Added_Genes_v2
ENSG00000138375.13
ENSG00000139239.7
ENSG00000140319.11
ENSG00000140488.16
ENSG00000140497.16
ENSG00000140612.14
ENSG00000140986.8
ENSG00000140988.16
ENSG00000142534.7
ENSG00000142541.18
ENSG00000142655.13
ENSG00000142676.14
ENSG00000142751.15
ENSG00000142937.12
ENSG00000143278.5
ENSG00000143947.14
ENSG00000144021.3
ENSG00000144029.12
ENSG00000144535.20
ENSG00000144579.8
ENSG00000144713.13
ENSG00000145425.10
ENSG00000145592.14
ENSG00000145919.11
ENSG00000146223.16
ENSG00000146576.13
ENSG00000147403.18
ENSG00000147604.14
ENSG00000148303.17
ENSG00000148337.21
ENSG00000148688.14
ENSG00000148719.15
ENSG00000149182.15
ENSG00000149273.15
ENSG00000151445.16
ENSG00000151502.11
ENSG00000154222.15
ENSG00000155252.13
ENSG00000155876.6
ENSG00000156482.11
ENSG00000156502.14
ENSG00000157881.16
ENSG00000157895.11
ENSG00000157954.15
ENSG00000158019.21
ENSG00000158156.9
ENSG00000159692.16
ENSG00000160075.12
ENSG00000160087.21
ENSG00000160094.15
ENSG00000160194.18
ENSG00000160199.15
ENSG00000160445.11
ENSG00000160563.14
ENSG00000160633.13
ENSG00000160908.15
ENSG00000160917.15
ENSG00000161016.18
ENSG00000161920.11
ENSG00000161956.13
ENSG00000161970.15
ENSG00000162244.12
ENSG00000162302.13
ENSG00000162430.17
ENSG00000162517.13
ENSG00000163286.9
ENSG00000163584.18
ENSG00000163682.17
ENSG00000163719.20
ENSG00000163866.9
ENSG00000163923.10
ENSG00000163930.10
ENSG00000164077.14
ENSG00000164587.13
ENSG00000165204.3
ENSG00000165496.5
ENSG00000165502.7
ENSG00000165688.12
ENSG00000165689.17
ENSG00000166189.8
ENSG00000166295.9
ENSG00000166329.3
ENSG00000166441.13
ENSG00000166484.20
ENSG00000166902.5
ENSG00000167118.11
ENSG00000167526.14
ENSG00000168028.14
ENSG00000168066.20
ENSG00000168256.18
ENSG00000168397.17
ENSG00000168890.14
ENSG00000168958.20
ENSG00000169105.8
ENSG00000169777.6
ENSG00000170291.15
ENSG00000170445.16
ENSG00000170584.11
ENSG00000170889.14
ENSG00000171169.9
ENSG00000171853.16
ENSG00000171858.18
ENSG00000171863.15
ENSG00000172053.18
ENSG00000172081.14
ENSG00000172746.6
ENSG00000172809.13
ENSG00000173039.19
ENSG00000174444.15
ENSG00000174572.3
ENSG00000174748.22
ENSG00000175115.13
ENSG00000175203.17
ENSG00000175390.15
ENSG00000175470.20
ENSG00000175634.15
ENSG00000175676.15
ENSG00000175826.12
ENSG00000175886.10
ENSG00000176054.6
ENSG00000176087.15
ENSG00000176343.5
ENSG00000176783.15
ENSG00000176915.15
ENSG00000177189.14
ENSG00000177350.6
ENSG00000177370.5
ENSG00000177600.9
ENSG00000177646.19
ENSG00000177733.7
ENSG00000177776.8
ENSG00000177954.14
ENSG00000178307.10
ENSG00000178429.9
ENSG00000178464.6
ENSG00000178951.9
ENSG00000179157.4
ENSG00000179335.18
ENSG00000179364.14
ENSG00000179912.20
ENSG00000180098.9
ENSG00000180104.16
ENSG00000180172.7
ENSG00000180304.14
ENSG00000180662.8
ENSG00000181027.11
ENSG00000181220.17
ENSG00000181358.3
ENSG00000181524.6
ENSG00000182087.14
ENSG00000182383.8
ENSG00000182774.13
ENSG00000182888.5
ENSG00000182899.17
ENSG00000182944.18
ENSG00000183020.14
ENSG00000183298.5
ENSG00000183513.9
ENSG00000183911.7
ENSG00000184139.8
ENSG00000184303.5
ENSG00000184319.16
ENSG00000184423.5
ENSG00000184612.8
ENSG00000184698.5
ENSG00000184787.19
ENSG00000185078.3
ENSG00000185088.14
ENSG00000185203.12
ENSG00000185236.12
ENSG00000185631.7
ENSG00000185800.12
ENSG00000185834.10
ENSG00000186111.10
ENSG00000186468.13
ENSG00000186501.14
ENSG00000187051.9
ENSG00000187147.18
ENSG00000187504.6
ENSG00000187516.7
ENSG00000187616.5
ENSG00000187713.7
ENSG00000187772.8
ENSG00000187778.14
ENSG00000188425.4
ENSG00000188846.14
ENSG00000188856.6
ENSG00000188873.4
ENSG00000189002.10
ENSG00000189343.7
ENSG00000196183.5
ENSG00000196933.5
ENSG00000196998.19
ENSG00000197111.16
ENSG00000197273.4
ENSG00000197503.4
ENSG00000197575.6
ENSG00000197728.11
ENSG00000197756.10
ENSG00000197901.12
ENSG00000197958.13
ENSG00000198034.11
ENSG00000198104.3
ENSG00000198208.12
ENSG00000198242.14
ENSG00000198695.2
ENSG00000198712.1
ENSG00000198727.2
ENSG00000198746.13
ENSG00000198755.11
ENSG00000198763.3
ENSG00000198786.2
ENSG00000198804.2
ENSG00000198840.2
ENSG00000198886.2
ENSG00000198888.2
ENSG00000198899.2
ENSG00000198918.8
ENSG00000198938.2
ENSG00000198967.4
ENSG00000199102.1
ENSG00000199306.1
ENSG00000199944.1
ENSG00000200225.1
ENSG00000200620.1
ENSG00000201749.1
ENSG00000202360.1
ENSG00000204231.11
ENSG00000204463.13
ENSG00000204560.10
ENSG00000204652.6
ENSG00000205126.2
ENSG00000205250.9
ENSG00000205864.1
ENSG00000205871.5
ENSG00000206147.5
ENSG00000206768.1
ENSG00000206846.1
ENSG00000207041.1
ENSG00000207170.1
ENSG00000207430.1
ENSG00000207467.1
ENSG00000207507.1
ENSG00000209082.1
ENSG00000210049.1
ENSG00000210077.1
ENSG00000210082.2
ENSG00000210100.1
ENSG00000210112.1
ENSG00000210140.1
ENSG00000210144.1
ENSG00000210164.1
ENSG00000210176.1
ENSG00000210184.1
ENSG00000210191.1
ENSG00000210194.1
ENSG00000210195.2
ENSG00000210196.2
ENSG00000211459.2
ENSG00000212182.2
ENSG00000212335.1
ENSG00000212605.1
ENSG00000212802.4
ENSG00000212829.8
ENSG00000212900.3
ENSG00000212907.2
ENSG00000212994.5
ENSG00000213013.4
ENSG00000213051.3
ENSG00000213063.3
ENSG00000213075.7
ENSG00000213091.2
ENSG00000213118.4
ENSG00000213122.4
ENSG00000213128.3
ENSG00000213152.5
ENSG00000213176.4
ENSG00000213178.3
ENSG00000213179.4
ENSG00000213180.4
ENSG00000213183.3
ENSG00000213228.5
ENSG00000213253.5
ENSG00000213269.2
ENSG00000213270.5
ENSG00000213272.5
ENSG00000213307.4
ENSG00000213309.3
ENSG00000213312.3
ENSG00000213326.4
ENSG00000213343.5
ENSG00000213363.4
ENSG00000213394.3
ENSG00000213399.3
ENSG00000213432.2
ENSG00000213433.5
ENSG00000213438.2
ENSG00000213442.5
ENSG00000213553.4
ENSG00000213609.3
ENSG00000213613.2
ENSG00000213621.3
ENSG00000213641.4
ENSG00000213657.3
ENSG00000213672.8
ENSG00000213695.3
ENSG00000213700.3
ENSG00000213726.5
ENSG00000213729.3
ENSG00000213741.11
ENSG00000213744.3
ENSG00000213757.3
ENSG00000213820.3
ENSG00000213860.4
ENSG00000213876.4
ENSG00000213880.3
ENSG00000213885.4
ENSG00000213891.3
ENSG00000213900.2
ENSG00000213917.2
ENSG00000213923.13
ENSG00000213935.3
ENSG00000213950.2
ENSG00000213979.3
ENSG00000214016.3
ENSG00000214047.4
ENSG00000214062.5
ENSG00000214073.2
ENSG00000214089.3
ENSG00000214142.2
ENSG00000214203.4
ENSG00000214255.5
ENSG00000214263.2
ENSG00000214289.2
ENSG00000214298.3
ENSG00000214359.3
ENSG00000214362.2
ENSG00000214389.2
ENSG00000214485.6
ENSG00000214535.3
ENSG00000214541.3
ENSG00000214612.3
ENSG00000214629.3
ENSG00000214657.4
ENSG00000214671.4
ENSG00000214676.4
ENSG00000214706.10
ENSG00000214727.2
ENSG00000214760.3
ENSG00000214784.4
ENSG00000214896.4
ENSG00000214914.3
ENSG00000214988.4
ENSG00000215002.2
ENSG00000215003.4
ENSG00000215016.2
ENSG00000215021.10
ENSG00000215030.5
ENSG00000215063.3
ENSG00000215088.3
ENSG00000215184.2
ENSG00000215236.3
ENSG00000215278.4
ENSG00000215313.3
ENSG00000215369.3
ENSG00000215448.3
ENSG00000215457.5
ENSG00000215467.2
ENSG00000215893.3
ENSG00000216412.4
ENSG00000216471.3
ENSG00000216475.1
ENSG00000216636.1
ENSG00000216676.2
ENSG00000216835.3
ENSG00000216854.2
ENSG00000216866.5
ENSG00000216867.2
ENSG00000216938.3
ENSG00000216977.1
ENSG00000217026.3
ENSG00000217527.1
ENSG00000217566.2
ENSG00000217612.2
ENSG00000217716.3
ENSG00000218208.1
ENSG00000218265.1
ENSG00000218459.1
ENSG00000218632.3
ENSG00000219027.2
ENSG00000219135.1
ENSG00000219146.1
ENSG00000219222.1
ENSG00000219274.1
ENSG00000219355.2
ENSG00000219361.1
ENSG00000219451.3
ENSG00000219547.1
ENSG00000219559.1
ENSG00000219773.1
ENSG00000219776.2
ENSG00000219814.2
ENSG00000219863.5
ENSG00000219902.1
ENSG00000219932.6
ENSG00000220237.1
ENSG00000220370.1
ENSG00000220583.1
ENSG00000220702.1
ENSG00000220744.1
ENSG00000220749.4
ENSG00000220773.1
ENSG00000220793.5
ENSG00000220842.6
ENSG00000220848.5
ENSG00000221540.1
ENSG00000221634.1
ENSG00000222650.1
ENSG00000222788.1
ENSG00000223336.1
ENSG00000223396.4
ENSG00000223416.3
ENSG00000223452.3
ENSG00000223505.2
ENSG00000223508.5
ENSG00000223540.1
ENSG00000223803.1
ENSG00000223876.1
ENSG00000223920.2
ENSG00000224019.1
ENSG00000224094.1
ENSG00000224221.1
ENSG00000224261.2
ENSG00000224315.2
ENSG00000224321.1
ENSG00000224394.1
ENSG00000224401.2
ENSG00000224438.3
ENSG00000224439.2
ENSG00000224463.1
ENSG00000224553.1
ENSG00000224594.2
ENSG00000224598.1
ENSG00000224631.4
ENSG00000224646.2
ENSG00000224672.4
ENSG00000224683.1
ENSG00000224796.1
ENSG00000224800.1
ENSG00000224817.2
ENSG00000224839.1
ENSG00000224856.2
ENSG00000224858.5
ENSG00000224892.6
ENSG00000224980.1
ENSG00000224993.3
ENSG00000225043.1
ENSG00000225067.4
ENSG00000225071.1
ENSG00000225093.1
ENSG00000225178.5
ENSG00000225193.5
ENSG00000225224.1
ENSG00000225246.1
ENSG00000225251.1
ENSG00000225267.1
ENSG00000225338.1
ENSG00000225405.3
ENSG00000225419.1
ENSG00000225447.1
ENSG00000225573.4
ENSG00000225644.1
ENSG00000225661.7
ENSG00000225770.1
ENSG00000225831.1
ENSG00000225907.1
ENSG00000225912.1
ENSG00000225918.1
ENSG00000225971.1
ENSG00000226080.1
ENSG00000226144.2
ENSG00000226205.1
ENSG00000226221.1
ENSG00000226229.2
ENSG00000226243.1
ENSG00000226279.2
ENSG00000226292.1
ENSG00000226318.1
ENSG00000226327.3
ENSG00000226360.5
ENSG00000226457.1
ENSG00000226493.1
ENSG00000226498.2
ENSG00000226525.5
ENSG00000226544.4
ENSG00000226580.1
ENSG00000226617.1
ENSG00000226646.1
ENSG00000226701.1
ENSG00000226755.2
ENSG00000226855.1
ENSG00000226890.1
ENSG00000226915.1
ENSG00000226928.1
ENSG00000226948.2
ENSG00000226972.2
ENSG00000226989.1
ENSG00000227032.1
ENSG00000227056.2
ENSG00000227063.5
ENSG00000227089.2
ENSG00000227097.5
ENSG00000227123.1
ENSG00000227207.2
ENSG00000227331.1
ENSG00000227337.1
ENSG00000227361.1
ENSG00000227368.1
ENSG00000227383.1
ENSG00000227394.1
ENSG00000227401.1
ENSG00000227437.1
ENSG00000227470.1
ENSG00000227523.1
ENSG00000227525.4
ENSG00000227560.1
ENSG00000227578.1
ENSG00000227583.1
ENSG00000227586.5
ENSG00000227770.1
ENSG00000227791.3
ENSG00000227805.1
ENSG00000227852.1
ENSG00000227887.1
ENSG00000227939.1
ENSG00000227948.4
ENSG00000228000.1
ENSG00000228020.2
ENSG00000228071.4
ENSG00000228135.1
ENSG00000228149.1
ENSG00000228156.1
ENSG00000228253.1
ENSG00000228331.2
ENSG00000228453.1
ENSG00000228462.1
ENSG00000228501.2
ENSG00000228599.1
ENSG00000228657.1
ENSG00000228754.1
ENSG00000228766.3
ENSG00000228820.2
ENSG00000228861.5
ENSG00000228879.1
ENSG00000228929.1
ENSG00000228992.2
ENSG00000229054.1
ENSG00000229057.1
ENSG00000229117.9
ENSG00000229133.1
ENSG00000229168.4
ENSG00000229326.3
ENSG00000229455.2
ENSG00000229468.1
ENSG00000229503.1
ENSG00000229585.4
ENSG00000229605.5
ENSG00000229638.1
ENSG00000229648.1
ENSG00000229659.1
ENSG00000229670.2
ENSG00000229752.1
ENSG00000229756.1
ENSG00000229806.1
ENSG00000229814.1
ENSG00000229870.1
ENSG00000229871.1
ENSG00000229917.2
ENSG00000229918.1
ENSG00000229920.2
ENSG00000229965.1
ENSG00000229994.1
ENSG00000230071.2
ENSG00000230076.1
ENSG00000230116.1
ENSG00000230207.1
ENSG00000230284.1
ENSG00000230364.1
ENSG00000230370.1
ENSG00000230406.2
ENSG00000230449.1
ENSG00000230491.1
ENSG00000230507.5
ENSG00000230508.1
ENSG00000230580.1
ENSG00000230592.2
ENSG00000230629.2
ENSG00000230702.1
ENSG00000230734.1
ENSG00000230777.1
ENSG00000230783.1
ENSG00000230799.1
ENSG00000230837.1
ENSG00000230841.2
ENSG00000230853.1
ENSG00000230897.1
ENSG00000230980.1
ENSG00000230988.3
ENSG00000230993.1
ENSG00000231006.1
ENSG00000231017.1
ENSG00000231035.1
ENSG00000231039.2
ENSG00000231063.1
ENSG00000231084.2
ENSG00000231162.4
ENSG00000231164.1
ENSG00000231189.1
ENSG00000231241.1
ENSG00000231307.1
ENSG00000231322.5
ENSG00000231333.2
ENSG00000231414.1
ENSG00000231490.1
ENSG00000231494.1
ENSG00000231500.7
ENSG00000231546.1
ENSG00000231579.3
ENSG00000231654.1
ENSG00000231767.4
ENSG00000231788.4
ENSG00000231888.1
ENSG00000231903.1
ENSG00000231940.1
ENSG00000231981.3
ENSG00000232082.1
ENSG00000232083.3
ENSG00000232134.1
ENSG00000232135.1
ENSG00000232142.1
ENSG00000232163.2
ENSG00000232199.1
ENSG00000232228.1
ENSG00000232258.6
ENSG00000232333.1
ENSG00000232341.2
ENSG00000232385.2
ENSG00000232393.1
ENSG00000232403.1
ENSG00000232429.3
ENSG00000232439.1
ENSG00000232485.3
ENSG00000232493.2
ENSG00000232496.2
ENSG00000232573.1
ENSG00000232625.1
ENSG00000232687.1
ENSG00000232713.2
ENSG00000232778.1
ENSG00000232813.1
ENSG00000232818.2
ENSG00000232858.1
ENSG00000232888.4
ENSG00000232889.2
ENSG00000232938.2
ENSG00000232946.1
ENSG00000232994.1
ENSG00000233045.1
ENSG00000233072.1
ENSG00000233084.2
ENSG00000233099.1
ENSG00000233131.1
ENSG00000233158.1
ENSG00000233163.1
ENSG00000233189.1
ENSG00000233190.1
ENSG00000233197.1
ENSG00000233216.1
ENSG00000233254.1
ENSG00000233260.1
ENSG00000233278.1
ENSG00000233309.1
ENSG00000233340.1
ENSG00000233380.1
ENSG00000233416.1
ENSG00000233455.2
ENSG00000233471.2
ENSG00000233487.6
ENSG00000233609.3
ENSG00000233615.1
ENSG00000233747.1
ENSG00000233762.3
ENSG00000233873.1
ENSG00000233900.1
ENSG00000233913.7
ENSG00000233921.2
ENSG00000233924.1
ENSG00000233927.5
ENSG00000233971.1
ENSG00000234009.1
ENSG00000234022.1
ENSG00000234031.1
ENSG00000234040.3
ENSG00000234093.3
ENSG00000234109.1
ENSG00000234118.1
ENSG00000234135.2
ENSG00000234192.1
ENSG00000234253.1
ENSG00000234272.1
ENSG00000234324.1
ENSG00000234335.1
ENSG00000234354.3
ENSG00000234371.6
ENSG00000234439.1
ENSG00000234488.1
ENSG00000234492.4
ENSG00000234498.3
ENSG00000234566.1
ENSG00000234597.2
ENSG00000234618.1
ENSG00000234619.1
ENSG00000234797.5
ENSG00000234806.1
ENSG00000234851.4
ENSG00000234995.1
ENSG00000235045.2
ENSG00000235065.1
ENSG00000235090.1
ENSG00000235145.2
ENSG00000235174.1
ENSG00000235175.1
ENSG00000235225.1
ENSG00000235264.1
ENSG00000235315.2
ENSG00000235330.2
ENSG00000235332.2
ENSG00000235354.1
ENSG00000235369.1
ENSG00000235420.7
ENSG00000235440.1
ENSG00000235459.5
ENSG00000235508.3
ENSG00000235552.4
ENSG00000235579.1
ENSG00000235619.1
ENSG00000235643.2
ENSG00000235644.1
ENSG00000235670.1
ENSG00000235828.5
ENSG00000235937.1
ENSG00000235962.5
ENSG00000235990.2
ENSG00000236005.1
ENSG00000236047.1
ENSG00000236058.3
ENSG00000236123.1
ENSG00000236148.5
ENSG00000236216.5
ENSG00000236264.5
ENSG00000236312.3
ENSG00000236330.1
ENSG00000236391.3
ENSG00000236509.2
ENSG00000236533.1
ENSG00000236549.1
ENSG00000236552.2
ENSG00000236676.1
ENSG00000236735.3
ENSG00000236760.1
ENSG00000236762.1
ENSG00000236776.1
ENSG00000236801.1
ENSG00000236804.1
ENSG00000236806.1
ENSG00000236848.2
ENSG00000236862.1
ENSG00000236863.2
ENSG00000236911.6
ENSG00000236992.2
ENSG00000237032.1
ENSG00000237039.1
ENSG00000237049.1
ENSG00000237077.1
ENSG00000237109.1
ENSG00000237139.1
ENSG00000237162.1
ENSG00000237169.1
ENSG00000237170.3
ENSG00000237226.1
ENSG00000237317.2
ENSG00000237382.2
ENSG00000237432.2
ENSG00000237433.1
ENSG00000237445.2
ENSG00000237483.1
ENSG00000237494.1
ENSG00000237506.3
ENSG00000237540.1
ENSG00000237590.1
ENSG00000237641.1
ENSG00000237668.1
ENSG00000237674.1
ENSG00000237676.1
ENSG00000237730.1
ENSG00000237784.1
ENSG00000237793.3
ENSG00000237818.1
ENSG00000237827.1
ENSG00000237887.1
ENSG00000237916.1
ENSG00000237930.1
ENSG00000237948.1
ENSG00000237991.3
ENSG00000237993.1
ENSG00000238003.1
ENSG00000238103.4
ENSG00000238156.1
ENSG00000238171.1
ENSG00000238172.2
ENSG00000238176.1
ENSG00000238180.1
ENSG00000239198.1
ENSG00000239210.2
ENSG00000239212.2
ENSG00000239218.2
ENSG00000239223.3
ENSG00000239253.1
ENSG00000239269.1
ENSG00000239272.1
ENSG00000239281.2
ENSG00000239317.1
ENSG00000239365.2
ENSG00000239413.1
ENSG00000239473.1
ENSG00000239483.1
ENSG00000239490.1
ENSG00000239510.2
ENSG00000239524.2
ENSG00000239528.1
ENSG00000239559.2
ENSG00000239602.1
ENSG00000239626.1
ENSG00000239627.3
ENSG00000239722.1
ENSG00000239742.3
ENSG00000239793.1
ENSG00000239797.1
ENSG00000239830.1
ENSG00000239881.1
ENSG00000239912.1
ENSG00000239917.3
ENSG00000240003.2
ENSG00000240051.1
ENSG00000240068.1
ENSG00000240083.2
ENSG00000240087.3
ENSG00000240125.1
ENSG00000240173.3
ENSG00000240231.1
ENSG00000240270.1
ENSG00000240298.3
ENSG00000240342.3
ENSG00000240356.6
ENSG00000240366.1
ENSG00000240370.6
ENSG00000240371.1
ENSG00000240392.1
ENSG00000240395.1
ENSG00000240435.2
ENSG00000240436.1
ENSG00000240463.1
ENSG00000240480.1
ENSG00000240509.1
ENSG00000240522.1
ENSG00000240531.1
ENSG00000240540.2
ENSG00000240554.1
ENSG00000240616.1
ENSG00000240622.1
ENSG00000240759.1
ENSG00000240785.2
ENSG00000240828.1
ENSG00000240914.1
ENSG00000240915.2
ENSG00000240925.1
ENSG00000240954.1
ENSG00000240970.1
ENSG00000240972.2
ENSG00000240974.1
ENSG00000240991.3
ENSG00000241030.1
ENSG00000241045.1
ENSG00000241061.3
ENSG00000241081.1
ENSG00000241112.1
ENSG00000241129.3
ENSG00000241146.1
ENSG00000241228.1
ENSG00000241282.1
ENSG00000241286.2
ENSG00000241343.10
ENSG00000241362.2
ENSG00000241431.1
ENSG00000241458.1
ENSG00000241464.3
ENSG00000241511.1
ENSG00000241582.1
ENSG00000241641.1
ENSG00000241668.2
ENSG00000241680.1
ENSG00000241741.1
ENSG00000241749.4
ENSG00000241754.2
ENSG00000241765.2
ENSG00000241825.2
ENSG00000241829.1
ENSG00000241890.1
ENSG00000241907.1
ENSG00000241923.2
ENSG00000241941.2
ENSG00000241947.1
ENSG00000241984.2
ENSG00000242052.1
ENSG00000242058.2
ENSG00000242060.1
ENSG00000242067.1
ENSG00000242071.3
ENSG00000242083.2
ENSG00000242085.1
ENSG00000242087.2
ENSG00000242100.2
ENSG00000242134.2
ENSG00000242206.2
ENSG00000242208.1
ENSG00000242229.1
ENSG00000242276.2
ENSG00000242307.1
ENSG00000242314.1
ENSG00000242325.1
ENSG00000242353.1
ENSG00000242390.1
ENSG00000242445.1
ENSG00000242571.1
ENSG00000242602.1
ENSG00000242607.1
ENSG00000242634.1
ENSG00000242640.1
ENSG00000242661.1
ENSG00000242683.1
ENSG00000242692.1
ENSG00000242697.2
ENSG00000242748.1
ENSG00000242829.1
ENSG00000242882.1
ENSG00000242899.1
ENSG00000242931.1
ENSG00000242941.1
ENSG00000242952.1
ENSG00000242990.2
ENSG00000243007.1
ENSG00000243020.1
ENSG00000243053.2
ENSG00000243095.1
ENSG00000243101.1
ENSG00000243141.2
ENSG00000243167.1
ENSG00000243175.1
ENSG00000243250.1
ENSG00000243256.1
ENSG00000243265.1
ENSG00000243297.2
ENSG00000243353.1
ENSG00000243388.1
ENSG00000243404.2
ENSG00000243417.1
ENSG00000243422.2
ENSG00000243431.1
ENSG00000243455.3
ENSG00000243504.1
ENSG00000243538.1
ENSG00000243592.1
ENSG00000243607.3
ENSG00000243609.1
ENSG00000243663.1
ENSG00000243672.1
ENSG00000243675.1
ENSG00000243680.1
ENSG00000243711.1
ENSG00000243742.5
ENSG00000243806.1
ENSG00000243824.1
ENSG00000243844.1
ENSG00000243859.3
ENSG00000243894.1
ENSG00000243904.1
ENSG00000243964.1
ENSG00000243988.1
ENSG00000244002.1
ENSG00000244004.1
ENSG00000244018.1
ENSG00000244019.1
ENSG00000244052.1
ENSG00000244053.1
ENSG00000244060.2
ENSG00000244073.1
ENSG00000244097.1
ENSG00000244113.1
ENSG00000244134.1
ENSG00000244167.1
ENSG00000244217.1
ENSG00000244229.1
ENSG00000244267.1
ENSG00000244361.1
ENSG00000244363.3
ENSG00000244378.1
ENSG00000244390.2
ENSG00000244451.1
ENSG00000244485.1
ENSG00000244540.2
ENSG00000244573.3
ENSG00000244582.2
ENSG00000244585.1
ENSG00000244674.1
ENSG00000244691.1
ENSG00000244722.1
ENSG00000244753.2
ENSG00000248227.1
ENSG00000248300.1
ENSG00000248333.9
ENSG00000248827.1
ENSG00000248859.2
ENSG00000249055.1
ENSG00000249175.1
ENSG00000249959.6
ENSG00000249987.1
ENSG00000250273.1
ENSG00000250327.1
ENSG00000250609.1
ENSG00000250613.1
ENSG00000250723.7
ENSG00000250752.2
ENSG00000251235.3
ENSG00000251474.6
ENSG00000251568.1
ENSG00000252615.1
ENSG00000252658.1
ENSG00000252747.1
ENSG00000252769.1
ENSG00000253079.1
ENSG00000253228.1
ENSG00000253230.9
ENSG00000253308.2
ENSG00000253310.1
ENSG00000253356.1
ENSG00000253376.2
ENSG00000253447.6
ENSG00000253461.1
ENSG00000253564.1
ENSG00000253823.1
ENSG00000254012.1
ENSG00000254112.1
ENSG00000254138.1
ENSG00000254200.1
ENSG00000254246.1
ENSG00000254252.1
ENSG00000254328.1
ENSG00000254486.1
ENSG00000254539.1
ENSG00000254574.1
ENSG00000254592.1
ENSG00000254850.2
ENSG00000254856.1
ENSG00000254957.1
ENSG00000255276.1
ENSG00000255348.1
ENSG00000255581.1
ENSG00000255872.3
ENSG00000256243.2
ENSG00000256338.2
ENSG00000256393.1
ENSG00000256597.3
ENSG00000256637.7
ENSG00000256646.8
ENSG00000257074.3
ENSG00000257365.8
ENSG00000257674.1
ENSG00000257837.1
ENSG00000257958.1
ENSG00000258013.2
ENSG00000258028.3
ENSG00000258038.6
ENSG00000258245.1
ENSG00000258473.2
ENSG00000258613.1
