Gene,p_value,log2FC,adj_p_value
PDGFD,1.2142573268922162e-22,-2.3222842039771336,7.78151979673702e-21
AP003043.1,1.0303829205535613e-11,-1.2149210928742211,7.504754371739535e-11
CASP12,1.546200749957201e-22,-2.3936394507771492,9.584420164300988e-21
CASP4LP,1.5533751170094524e-20,-1.8630257164571464,4.756065414843654e-19
CASP1,2.710359785465119e-10,-1.0469464597778657,1.5975567721342493e-09
CASP1P2,2.307344239459387e-06,-1.4062872675571327,7.742389981862748e-06
CARD18,9.797178435523139e-13,-1.3111971159690994,8.137244211995687e-12
GRIA4,2.706619666889206e-19,-4.755088683840329,6.54702637633415e-18
GUCY1A2,7.996337350398595e-09,-1.210369075944623,3.8133125259254145e-08
C11orf87,3.1953309538989917e-14,-2.1171097769319163,3.3092689239259067e-13
ZC3H12C,2.1071585255109812e-22,-2.1811072502175834,1.2411589734868257e-20
ARHGAP20,7.6429587673276e-27,-3.6801216705868134,8.674816659110338e-24
LINC02550,2.6668923506031334e-08,-1.1509598978619666,1.1845418187726407e-07
C11orf53,1.3667761075158877e-14,-2.2819447140696596,1.4892197438451304e-13
COLCA1,6.693200013699055e-16,-2.997887454868213,8.929139039057344e-15
COLCA2,1.6642609183841385e-17,-1.8949495486254762,2.926286816289734e-16
SIK2,1.730337953969756e-26,-2.4762489130812106,1.4917153918678605e-23
AP000925.1,1.1865967097127926e-10,-1.1669731656744684,7.372238153487911e-10
PPP2R1B,2.464348433139421e-13,-1.3759860386654275,2.234574963252392e-12
AP001781.1,1.450807281521532e-09,-1.1246366975429312,7.695866853198944e-09
CRYAB,1.2960370227660713e-22,-4.020358724261746,8.195214710636027e-21
HSPB2,1.71739219189669e-15,-1.3277119291747748,2.152366375774164e-14
DIXDC1,3.9922902869121273e-23,-1.8220592377637672,2.976456738710825e-21
BCO2,4.30647853658362e-12,-1.2519964353775803,3.298353247615127e-11
LINC02762,6.049756890980249e-15,-1.5792624911557471,6.964391868966138e-14
AP003100.1,1.6345932962110502e-10,-1.6335342715083414,9.967571486185367e-10
NCAM1,1.2573053885673173e-19,-2.850279699726424,3.2218663252096467e-18
NCAM1-AS1,5.061016996355018e-16,-1.960500043789081,6.9074218998180155e-15
ANKK1,1.186907129626992e-08,-1.481093447010367,5.542900200677274e-08
AP002840.1,3.453961217039274e-14,-1.8875655324925618,3.5509046453351107e-13
DRD2,2.575186817576998e-16,-3.028167910941608,3.716944570461556e-15
TMPRSS5,1.1815750792238684e-11,-1.4292829261520996,8.537003920359556e-11
CLDN25,1.0332252461222224e-10,1.383332349753109,6.479942535458363e-10
AP003170.1,2.1646683573422387e-06,-1.040248031360766,7.293359075347384e-06
ZBTB16,2.068112312818728e-25,-4.785906579286954,5.364909981897022e-23
AP002755.1,2.283347611289526e-19,-1.867026546702841,5.590142691013542e-18
AP002518.2,1.2528124013926695e-14,-1.4669687244942602,1.3737410796278507e-13
AP002518.1,1.130473974747473e-13,-1.5361412420924707,1.0806555103378545e-12
NXPE4,9.022031950171141e-14,-1.9268048194399867,8.730210477281089e-13
NXPE2,1.0864391906865559e-12,-1.5818417858815026,8.970524941805671e-12
APOA1,8.805028336640857e-06,1.1464386302615537,2.7154274344266415e-05
APOA1-AS,5.778887814777685e-07,-1.0360971613538594,2.1159087113001744e-06
TAGLN,1.8452060121773723e-17,-1.5428813020426873,3.222167619550845e-16
DSCAML1,1.1863857664500204e-06,-1.4340411429529318,4.154708693345175e-06
FXYD2,2.5113806618712823e-19,-2.3045494942576843,6.093275540532539e-18
AP000757.1,3.2479715830386586e-14,-1.4650974342188388,3.358276705869674e-13
FXYD6,1.0070270150490942e-20,-1.5104161654595174,3.202554358994961e-19
SMIM35,2.0933451284829173e-09,-1.913633250313155,1.084884419761385e-08
TMPRSS4,0.00015179942457544047,1.6956485246600375,0.0003824166160948671
SCN4B,9.898691950363798e-28,-3.316047551335094,6.2483843154679746e-24
SCN2B,1.3076610074828247e-24,-4.018940724908852,1.972132972496438e-22
AP002800.1,1.1555300764035763e-08,-1.5568963443654584,5.407035595961088e-08
UBE4A,1.8690621481369688e-06,-1.0106077884013107,6.36075656380084e-06
RPL5P30,1.018906919775705e-06,-1.0405463961491952,3.605875600783504e-06
PHLDB1,7.511092611450406e-17,-1.4809947565549724,1.1828487383204687e-15
AP000941.1,1.322092578657656e-17,-2.052080962030234,2.368634547023655e-16
TREH,2.1281138326996815e-15,-2.008863040439346,2.620292044852657e-14
RPL23AP64,3.8595536766989205e-09,-1.2053136566906906,1.928198601125114e-08
AP003392.1,1.1931360957952645e-08,-1.1400496497663513,5.566498705610969e-08
AP003392.2,2.3203084111529016e-07,-1.0064381341832092,9.023904383778918e-07
H2AX,1.2085458972294508e-24,2.014824066592995,1.8836406301098031e-22
MCAM,4.493213924850574e-19,-2.0035337949243353,1.047881676045509e-17
USP2,2.176525601638631e-09,-1.28687475008482,1.125067976476887e-08
KRT8P7,3.485728484755053e-07,1.3302033924291163,1.320448896095348e-06
AP003390.1,1.1698223554792196e-13,1.5106017328338543,1.116297603714285e-12
AP001360.1,6.21318096353366e-17,-3.1703197910790886,9.891467667628157e-16
TRIM29,3.100763758296664e-11,-2.4607696908419676,2.1116347971097365e-10
BMPR1AP2,4.0658107472917263e-10,-1.1259100346739412,2.3306873958366407e-09
MIR100HG,5.7173211350574635e-22,-2.0480841790327453,2.930520335301522e-20
JHY,2.0540294374970963e-10,-1.2583766950165352,1.233851085103331e-09
CLMP,8.766229702476891e-23,-2.7164147131428926,5.8247751535370134e-21
SCN3B,1.5534668213089774e-23,-3.113348535515634,1.3600124783559675e-21
VWA5A,8.560230545689118e-11,-1.1913145404679941,5.42717897729683e-10
VSIG2,5.197930297925743e-07,-1.9510612372363223,1.9152292256410116e-06
ESAM,9.11533825156057e-13,-1.0993496091434007,7.590904154344878e-12
AP000866.2,1.29350049587461e-13,-1.2357305536675822,1.2229165696643777e-12
AP000866.1,2.2354855936452686e-10,-1.1367484626811324,1.3348065800681207e-09
ROBO3,1.4620658785149883e-21,-2.1916282847534916,5.673594578163593e-20
ROBO4,1.2341696366393262e-22,-1.8968223803710007,7.895767030080716e-21
HEPACAM,4.000806321812984e-26,-5.749045345736358,2.228331450475661e-23
PKNOX2,3.774856057745562e-15,-2.3599044821437554,4.473369785076828e-14
FEZ1,3.603969029077249e-18,-1.6464882619138654,7.104024137024027e-17
CHEK1,6.104216001563331e-16,1.6098562307342075,8.195358980617142e-15
ACRV1,3.7814716011438724e-11,1.3158190514936745,2.5456710881927307e-10
HYLS1,1.397614980424682e-13,1.0854668220321937,1.3134806394194643e-12
DDX25,1.74550978484808e-12,-1.585912846221952,1.399734016331488e-11
CDON,1.0911535568880884e-08,-1.3150206388420607,5.123240951195115e-08
AP000821.2,5.567665848644343e-24,-3.412697586661528,6.024850752901595e-22
GSEC,8.374226585447012e-14,1.171583586739894,8.13662025903592e-13
LINC02712,2.176776265858897e-08,-1.4794865981588416,9.78090215839837e-08
ETS1,3.171019335138512e-11,-1.1060801430698923,2.157728823195041e-10
FLI1,1.189810031604596e-14,-1.3664951159637067,1.311110420046333e-13
SENCR,5.871143611218112e-16,-1.5761990396161032,7.916115811010138e-15
TP53AIP1,9.85654697627038e-13,-2.6075118146351297,8.184759047999658e-12
ST14,4.942550402467693e-09,1.3742575451324068,2.428884831232145e-08
ADAMTS8,5.502099128681527e-12,-2.0979945515555336,4.161903383257123e-11
AP000844.2,0.01347472950651673,1.135159258686342,0.023670774829768773
AP004782.1,6.514092969673598e-19,-2.239250046063587,1.482660800080636e-17
IGSF9B,2.625459620347266e-10,-1.9237378634535744,1.5501249690272528e-09
JAM3,1.5776185002778244e-19,-2.0214871997596333,3.978077435387638e-18
GLB1L3,3.353054342499115e-15,-3.0614553472155843,4.012435392347914e-14
B3GAT1,3.250170943236498e-16,-3.0291031421865604,4.600036408973809e-15
B3GAT1-DT,1.6467944151329834e-13,-3.32626861233418,1.5324494269962312e-12
LINC02714,2.0793238505388633e-09,-1.618994590546176,1.0786510274662226e-08
IQSEC3,1.9865089783196232e-20,-2.588679716453857,5.9567267768583e-19
AC026369.1,3.952705844356225e-14,-1.8880504536864051,4.029738388940718e-13
B4GALNT3,1.8148753131482678e-08,1.4635219839135996,8.244431908787619e-08
LRTM2,2.9241055432697463e-11,2.460407392493558,1.9972510973092582e-10
LINC00940,1.5973793712165216e-10,2.0543520650826976,9.75478012019583e-10
LINC02371,2.616006657700271e-09,-1.0565527681200697,1.3387195805126345e-08
AC092471.1,8.76251269538886e-11,-1.2150230338896055,5.5478335978796e-10
FKBP4,3.663329025174375e-14,1.341059209201859,3.7518908463887043e-13
NRIP2,7.649823604308383e-19,-1.2882649369149535,1.720483486873965e-17
FOXM1,1.7910305719748276e-22,3.078208512418243,1.0836021067567829e-20
RHNO1,7.319170360057501e-14,1.0361107122134836,7.16480377918888e-13
AC005865.2,1.3133481637439105e-07,1.0106780207963988,5.296746710002861e-07
CCND2-AS1,6.094443561074801e-21,-2.061523348483122,2.0318746076773503e-19
CCND2,2.3277594155768563e-16,-1.4799903107913615,3.3843209253573074e-15
RAD51AP1,5.605360655028711e-19,1.9497087551539378,1.2882125573334794e-17
AKAP3,3.640947159748107e-10,-1.2585881038342333,2.1020919623216435e-09
AC005833.1,7.09502900039415e-11,-1.196048745847047,4.598958212577923e-10
GALNT8,1.9324506775796537e-16,-2.2497913303542934,2.8522851505320265e-15
AC005833.2,8.551904606793652e-12,-1.5825617218363899,6.30513597581668e-11
KCNA6,1.0640614555624465e-18,-2.9617719711768014,2.3121206866306422e-17
AC005906.2,2.589595463526385e-18,-2.693393577389527,5.22248874257712e-17
KCNA1,3.021393693134954e-17,-3.058403852235445,5.074601540301252e-16
KCNA5,1.0779767189095895e-11,-1.5549584641159098,7.828818840264965e-11
NTF3,2.10367983010764e-16,-2.1764048500400026,3.073872294965153e-15
ANO2,4.84039057909966e-10,-1.4339450459560155,2.7485000418713724e-09
VWF,1.0397727519833979e-20,-2.1788457926093265,3.2981870358977563e-19
CHD4,1.0660134842895997e-19,1.116407334741762,2.759685215583342e-18
AC125494.3,3.77611697823502e-11,1.3333111701774156,2.542518301043078e-10
PTMS,6.386842801780467e-15,1.0764676770876367,7.316856753618674e-14
LAG3,5.194350812400426e-06,1.1479254270850703,1.65793732233991e-05
CDCA3,2.5015908995979424e-26,3.0836579735946037,1.723307149649344e-23
ENO2,7.506105676519184e-11,1.2368386221581158,4.848706520521268e-10
PTPN6,3.638778143134615e-15,1.0592169324056169,4.3215767762019575e-14
MIR200CHG,7.685574844313577e-12,2.0148780926762013,5.696349543121965e-11
U47924.1,4.201329467523677e-09,1.262452821092498,2.0854672641283322e-08
C1S,2.6026506202440292e-08,-1.3356094665479272,1.157636988738959e-07
C1R,1.1903690746301906e-08,-1.124302123571585,5.554957901989137e-08
ACSM4,7.069160086709517e-06,-1.075540501582641,2.214718910778693e-05
CD163L1,1.665159604566869e-08,-1.1952577434483853,7.613019659991019e-08
AC092111.1,1.6529803302139724e-09,-1.1796414385736558,8.690307749378678e-09
HADHAP2,1.2786026555783186e-09,-1.3880825353712059,6.8291915071743394e-09
MFAP5,1.463331819832873e-07,-1.8776045868918718,5.862924927996427e-07
AC092490.1,3.886119404583338e-10,-1.8067215482652852,2.235463036591576e-09
A2M-AS1,1.8943648368702684e-18,-1.5406357802245951,3.916330449324484e-17
A2M,1.1771050097009832e-20,-1.5822975525352305,3.684435961769838e-19
PZP,7.854063523828298e-16,-1.8243251274929624,1.0357409536959366e-14
A2MP1,2.351628954183829e-13,-1.6901907435988361,2.13945700242033e-12
LINC00987,4.278022309467452e-19,-1.8923368800024463,1.000159363881298e-17
AC010175.1,1.7673980153520565e-07,-1.0545810856575422,7.001195736161886e-07
AC141557.1,4.340612799896277e-08,-1.0392545880723554,1.879460034106226e-07
KLRB1,1.4750920048371893e-07,-1.297954145408795,5.909417663550213e-07
KLRF1,3.905500095633494e-14,-2.0169433885552426,3.9869787229655777e-13
CLEC9A,5.063977459491691e-10,-1.6798191203441113,2.866862216753188e-09
CLEC1A,2.703985626862182e-20,-1.8842484698196582,7.893061487772362e-19
RN7SKP161,1.013499989701102e-14,-1.2509302198449923,1.1250087517567274e-13
OLR1,1.888863351282615e-14,2.24147333811812,2.0118644718919206e-13
TMEM52B,2.745550857804056e-06,1.1245712424372059,9.121684251238916e-06
GABARAPL1,3.067208187251159e-23,-1.7386339718896053,2.4151235526808816e-21
KLRD1,7.37033677156837e-07,-1.1645636299383666,2.658262402498623e-06
KLRK1-AS1,1.960773600937477e-09,-1.3253780687468693,1.0212092871549231e-08
KLRK1,1.1100992511036437e-07,-1.357514405659869,4.527635836288023e-07
KLRC1,7.728220628937259e-10,-1.6615857732778592,4.24570101683159e-09
YBX3,7.885344313483151e-19,-1.4110202956912161,1.7642163691437336e-17
AC006518.1,2.0952619851219267e-07,-1.061879018114309,8.211501699555862e-07
LINC01252,8.51918254169742e-11,-1.3064370290805591,5.404615068412866e-10
MIR1244-4,1.3568532030617704e-08,1.0112005650178153,6.280794208355108e-08
GPR19,5.267705688450758e-10,1.4976385406380945,2.9750832872708623e-09
APOLD1,1.1903413585119908e-13,-1.833676858387454,1.1333942304012777e-12
GPRC5A,1.958314192563616e-18,2.2136776536133294,4.037517241652389e-17
EMP1,4.696575908130591e-20,-2.1350935801291335,1.308965486641842e-18
GRIN2B,2.0370543385470711e-25,-4.802552996354974,5.32078593228495e-23
GUCY2C,1.4074482306210821e-05,-1.0003700574852825,4.203256133617952e-05
AC010168.2,6.266164974307744e-06,1.1859026912515995,1.9765531126587116e-05
H2AJ,1.2733967057275532e-08,1.0292513774174203,5.917031009174819e-08
ART4,4.096839605918743e-18,-2.981405336943674,8.022942256182342e-17
MGP,1.2679093991160045e-07,-1.7548898116488676,5.121126221832095e-07
ERP27,1.032381244605392e-05,1.282366251102081,3.145395161948726e-05
RERG-IT1,0.00022409618118012246,-1.2269505219961259,0.0005499526188048958
EPS8,1.2367852489796778e-16,-1.3429919710755591,1.8819608083509973e-15
SLC15A5,1.9621738309235867e-12,-2.252700378731065,1.562888994161933e-11
MGST1,2.0112555175501297e-06,-1.2126002293851723,6.8091795362200425e-06
LMO3,1.4416499127829802e-11,-2.1580164281420187,1.0278811896977145e-10
RERGL,4.981131404964206e-26,-4.910961731156819,2.3581921353951793e-23
PIK3C2G,3.17725047438841e-16,-3.93120651916969,4.503562292926147e-15
AC092851.1,2.2163417153688974e-14,-2.631494047951472,2.343431773531033e-13
PLCZ1,8.72283561080632e-18,-3.2723191268745913,1.6131283004085867e-16
PSMC1P9,4.5431219943462876e-11,-1.2425361338778877,3.0240105872385116e-10
AC087242.1,4.7498054543605725e-17,-2.1932292836306555,7.68778340933557e-16
CAPZA3,3.7252234645202827e-16,-2.8612617503520346,5.213936197163385e-15
PDE3A,3.280898133187938e-10,-1.3390114887830915,1.9078574219694113e-09
AC112777.1,6.172833900137069e-17,2.664445009571986,9.839642724486167e-16
SLCO1C1,1.8249872732763778e-17,-2.100428699470022,3.189643192804316e-16
SLCO1B3-SLCO1B7,1.2353286867535889e-05,-1.298755553209273,3.7167809566337326e-05
SLCO1B7,0.0010739219236440536,-1.2443669239733488,0.0023364958028547155
SLCO1A2,5.181621190775921e-16,-4.285536783050889,7.0618467426933154e-15
SPX,7.220384358280451e-22,-5.356903021932643,3.3337385041666395e-20
GYS2,1.285693793160463e-16,-1.8659899200118222,1.950896102650616e-15
LDHB,4.995447586801166e-11,-1.4446702542464438,3.3053386076608554e-10
KCNJ8,6.024281535910181e-16,-1.4113908794676053,8.096651486552954e-15
ABCC9,1.898145829977574e-17,-2.4894011463255588,3.3098699431201954e-16
ST8SIA1,3.938187636087069e-12,-1.768275313724632,3.0291413186263536e-11
AC007671.1,2.036607296873911e-09,-1.3222968783781792,1.0580859363758918e-08
AC053513.2,1.843445858148559e-12,-1.711615340940424,1.4739005368697175e-11
SOX5,4.658544715659441e-16,-2.4151078063760014,6.407181626709501e-15
IRAG2,1.1705288041898055e-12,-1.3832928002864016,9.622879950050943e-12
AC087239.1,4.2687931889536264e-11,1.4041000546680191,2.852942884037933e-10
BHLHE41,2.4507967453483035e-15,-1.640798073539326,2.995207355060395e-14
SSPN,3.8908064324972556e-22,-1.9215935197738254,2.0991510373846303e-20
AC022509.3,8.972529440495001e-13,-1.7082176821563637,7.485144934566248e-12
AC024145.1,8.352989306655887e-08,-1.2342045166318663,3.474586677652774e-07
ITPR2,1.149683936702448e-11,-1.2008415876030885,8.316105694932871e-11
SMCO2,7.954761255757462e-13,1.7691331835641058,6.675794987825352e-12
PTHLH,3.579062348047371e-08,-1.60036388249598,1.565101112688444e-07
AC022081.1,7.239436697987122e-08,-1.1653614889406818,3.03875014407142e-07
OVCH1,1.2083662675571874e-18,-2.1275905321688207,2.5885556570962057e-17
TMTC1,1.2751522037633497e-23,-3.313005797532856,1.1498836801269787e-21
AC009320.1,9.927324538735051e-18,-1.7691165212418845,1.8181213229209445e-16
AC010198.2,6.353472778956609e-13,-1.259594040356446,5.4184063956361764e-12
TSPAN11,1.3139955754451658e-13,-1.6535451743301692,1.239455745777267e-12
DDX11-AS1,8.164915013548171e-16,1.4519439738811695,1.0737430250802897e-14
AC024940.1,4.131003529881946e-06,-1.3717477663399524,1.3410270651474143e-05
DENND5B,1.3800373096022598e-10,-1.1552236093989183,8.502525516875581e-10
STMN1P1,2.3396911269704933e-09,1.300714171948811,1.203823688940096e-08
FGD4,6.368068214504246e-20,-1.4995269088624408,1.740145855383361e-18
AC046130.2,1.9952144643277275e-10,-1.0854067218322871,1.2002343173752915e-09
AC140847.2,2.8440129991115556e-09,-1.3133352868864885,1.4493292293911607e-08
DUX4L27,2.3768945250712877e-11,-1.4342309739523014,1.645148085572916e-10
CPNE8,9.779563532577708e-16,-1.5519296548799755,1.2722875195239384e-14
ABCD2,1.4568786281393425e-20,-4.19238947832654,4.486001720499956e-19
AC121334.3,1.726946922737528e-15,-1.7307782400202372,2.1636251323771465e-14
C12orf40,5.632423786284216e-10,-1.1204929914010782,3.1645515276921584e-09
LRRK2-DT,3.669274811888495e-11,-1.3789124920552922,2.4727778331933247e-10
LRRK2,1.0775663434954096e-13,-1.6275948082193104,1.0321635734331092e-12
CNTN1,8.328942198676669e-10,-1.9157631199357237,4.557812848785633e-09
PDZRN4,8.137767939611584e-12,-2.0677858399625224,6.015023866995494e-11
AC006197.2,6.052126690133101e-10,1.1833439019471474,3.383794600857707e-09
ADAMTS20,2.1697298700740407e-07,1.3449432044141125,8.481406656949552e-07
NELL2,0.006434325760728417,1.3391244170095948,0.012094531656576393
DBX2,1.1188950627569776e-21,-3.0595708821227245,4.460740169142923e-20
ANO6,1.718846242570065e-17,-1.5415747175744041,3.013869564402715e-16
SLC38A4,1.605843694442499e-05,-1.4435815398264795,4.75637163394973e-05
AMIGO2,2.648063108759968e-12,-1.7088319190383459,2.0786060555683945e-11
LINC02416,2.6408981834742794e-06,1.0142859612373614,8.793861245024166e-06
ENDOU,3.573137392327945e-19,-1.9204631463468904,8.479261002320086e-18
AC004241.5,8.120563232916576e-18,-1.5604859210070998,1.509117820821798e-16
RAPGEF3,3.050588113468931e-19,-1.9003322913159533,7.3365565302569e-18
AC121338.2,0.00017959692580787643,1.1027514624007804,0.00044750355052944156
AC074029.4,8.844608574711052e-14,-1.2882011900249344,8.56509090152407e-13
AC090115.1,1.0714743383986627e-11,-1.0979502845611389,7.789063165549127e-11
OR8T1P,3.138587746117086e-16,-1.4097504601763933,4.457100573544752e-15
C12orf54,6.6480719011799536e-18,-2.024718382244633,1.2558058612732646e-16
LALBA,1.1695447914426488e-16,-3.4614658135963863,1.787092502366511e-15
ADCY6-DT,5.091436691464234e-15,1.7144068081518014,5.935151531317833e-14
CACNB3,1.3495668450704482e-17,1.4119589574403264,2.412636697890352e-16
RND1,8.679883588650347e-10,1.4791614664025694,4.736232690340632e-09
WNT10B,1.1060220818275744e-08,-1.4350482749810718,5.189418208471882e-08
WNT1,1.6273500059503266e-06,-1.045390367256204,5.579275289704234e-06
DHH,5.999835616225399e-07,-1.0632270038094491,2.1912996540879537e-06
TUBA1C,4.263151178498345e-14,1.1982922882029072,4.3183084732589777e-13
TROAP,4.700979951875704e-26,3.6313559888094087,2.357804117864924e-23
