"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"32939","AC008738.6",-1.27174482104841,0.859529117876459,-8.0381325919694,1.58921136046546e-13,1.4471478184065e-12,19.9847851288183
"11438","AC011407.1",-1.19387570521339,3.75913541666309,-8.03801098758004,1.59034828433856e-13,1.44783406594447e-12,19.9840801547567
"10321","AC025176.1",1.42207888696425,1.51139542498323,8.03605081491349,1.60878629051869e-13,1.46356155504509e-12,19.9727171409225
"1357","PTGER3",-2.17368776999734,10.9414701680494,-8.03369214726231,1.631253743017e-13,1.48292939545699e-12,19.9590456862021
"9473","HHIP-AS1",-1.44133681545362,4.3517807438455,-8.03331622996373,1.634863159117e-13,1.48549557965281e-12,19.9568669340278
"6624","MYRIP",-1.87525347155417,8.18524453733709,-8.03264088706238,1.64136744415158e-13,1.49104692401379e-12,19.9529528749185
"16232","AC022893.2",-1.84924781301585,2.49091642249989,-8.03090485936185,1.65820522809334e-13,1.50598047308347e-12,19.942892108835
"21519","LINC02762",-1.36523171972569,6.9624117803666,-8.02653499634115,1.70135035596977e-13,1.54442214962005e-12,19.9175717621495
"4178","LINC01119",-1.20063755694579,5.42060683695772,-8.0257025217733,1.70969495126699e-13,1.55125144605469e-12,19.9127488326957
"33691","KLKP1",2.05803607646549,2.12009024371078,8.02380396373201,1.72887786840537e-13,1.56752700060988e-12,19.9017503874453
"23791","AC073862.5",-1.36320800782902,1.06866002458308,-8.02212525663239,1.74601704643095e-13,1.58268672612887e-12,19.8920265042837
"37206","ARMCX4",-1.30670748876956,9.50185698368557,-8.0206660537187,1.7610518932047e-13,1.59478427499707e-12,19.8835748234031
"14538","SEMA3C",-1.57502147706661,13.2698026629332,-8.01979052670808,1.77013437773942e-13,1.60224097090758e-12,19.8785041094823
"8064","LINC00888",-1.08775123301442,7.28427959887169,-8.0188853069234,1.77957370602137e-13,1.61039909017344e-12,19.8732616829375
"11234","AC012613.2",-1.62494473825025,2.00830363627671,-8.01724038664071,1.79685426259971e-13,1.62564740615369e-12,19.8637360742284
"25582","EML5",-2.27881493739938,5.14418806721871,-8.01608618187748,1.8090788483311e-13,1.63592353984109e-12,19.857052676244
"3883","ADCY3",-1.08763890330471,10.5722446473445,-8.0158035215105,1.81208514704891e-13,1.63824988449812e-12,19.8554160021151
"9734","TENM3-AS1",-2.33700155114992,5.11544526614989,-8.01451716621419,1.82582913593322e-13,1.65028040494065e-12,19.8479680051392
"19882","SYCE1",-1.75192507346964,1.71055627193552,-8.00939008979276,1.88164326200341e-13,1.699508113161e-12,19.8182874747613
"18725","NRP1",-1.29806385174621,12.7426667519853,-8.0082497139875,1.89428563930257e-13,1.71051774247517e-12,19.811687004922
"11188","GRXCR2",-1.37836957765139,1.6808682252886,-8.00706015191186,1.90756302121674e-13,1.72139882033249e-12,19.8048022884899
"37054","LINC00891",-1.356765355682,2.54102508024647,-8.00704766186014,1.90770291801117e-13,1.72139882033249e-12,19.8047300033908
"9699","AC093849.2",-1.60741933375392,5.89250311839467,-8.00685997934815,1.90980631046281e-13,1.72288521516124e-12,19.8036438130083
"8811","NMU",2.41066096272835,3.62343001299206,8.00606672178203,1.91872191237407e-13,1.73051490148504e-12,19.7990530527645
"21992","ENO2",1.30635609424191,10.5118482695237,8.00562143973697,1.92374460291028e-13,1.73463072669198e-12,19.7964761933477
"33432","TRAPPC6A",1.01806427911488,10.1060456944026,8.00449698225802,1.93648633328132e-13,1.74528660894063e-12,19.7899692090656
"24043","FRY",-1.19453470841289,11.2901659230356,-8.00280244644538,1.9558460457211e-13,1.76147393512106e-12,19.7801640722499
"2999","ATP2B4",-1.31115835955905,13.3999701196599,-7.99968236638938,1.9919954112299e-13,1.79360311496962e-12,19.7621126738334
"11956","H1-12P",1.67505780372946,1.27914505897638,7.99869972032209,2.00351691985494e-13,1.80354721393615e-12,19.7564281648984
"31243","LINC00667",-1.12729418897443,10.8343142319218,-7.99841636783487,2.00685147438832e-13,1.806118510617e-12,19.7547890566057
"10347","AC112206.4",-1.2149741234369,1.08010764101313,-7.99827990574423,2.00845935219347e-13,1.80713498454149e-12,19.7539996739266
"18695","AL359532.1",-1.33663653908558,4.66518669660807,-7.99796363478956,2.01219075567731e-13,1.81006118655498e-12,19.7521701864562
"30995","AC061992.2",1.64773522269513,4.17146409804597,7.99769324668245,2.0153862750415e-13,1.81250405668732e-12,19.750606136348
"7094","MITF",-1.34905211863225,10.0011502756933,-7.99703859858766,2.0231439278124e-13,1.81904766582552e-12,19.7468194453857
"17203","PTENP1",-1.34880388144087,6.2606914016755,-7.99675062763609,2.02656578138995e-13,1.82169068764067e-12,19.745153774093
"15165","PTN",-2.7076040281589,10.6575842484551,-7.99598198835286,2.03572735508078e-13,1.82949068893912e-12,19.7407079683032
"940","EDN2",2.34389973770924,6.50202422617425,7.9946590008137,2.05159255248578e-13,1.84287167401886e-12,19.7330562583427
"36393","AL021392.1",1.66859685644283,5.61692513996984,7.9933868069601,2.06696419183828e-13,1.85623802791525e-12,19.7256988509663
"22439","DUX4L27",-1.51779068428993,3.31704588658042,-7.99280280502974,2.07405873275104e-13,1.86216654274952e-12,19.7223215991537
"24582","GRTP1",1.0293443267245,9.25728431837274,7.99180854461275,2.08619271622282e-13,1.87261576229012e-12,19.7165720962017
"34978","CABLES2",1.06506328343579,9.3455193580236,7.98792267234312,2.13429456999978e-13,1.91397375351452e-12,19.6941043320349
"6696","MPRIPP1",-1.09796328453159,4.08910106538065,-7.98746382675611,2.14004652689842e-13,1.91867641618816e-12,19.6914516481599
"32467","GADD45GIP1",1.0501786094484,10.6256078711428,7.98722790901447,2.14300990169396e-13,1.92087731387718e-12,19.6900877838738
"9897","LSINCT5",-2.05705720233176,3.11782246038343,-7.98587502711946,2.1600822177551e-13,1.93507017562634e-12,19.6822669823528
"1148","ZFYVE9",-1.04777332894224,10.9295690833032,-7.98585144864681,2.16038095166163e-13,1.93507017562634e-12,19.6821306840548
"11216","SPINK5",-2.28998092945569,5.7206386182938,-7.98378360553593,2.18673993979597e-13,1.95821576590738e-12,19.6701779545274
"22799","GPR84",1.82327373911247,5.34018449381059,7.9828675342396,2.19851882686704e-13,1.9682970639588e-12,19.6648832377456
"12901","RN7SL336P",-1.21231646133271,2.19564507938795,-7.97827442522818,2.25853193883497e-13,2.02088357430087e-12,19.6383400182063
