"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"10841","MIR145",-3.90156726689046,4.37933598794269,-16.2860239933712,2.56536849311583e-36,5.66651030909694e-34,71.993199749516
"32753","UBE2S",2.35649013382128,8.94332012977146,16.2849405662061,2.58298190718372e-36,5.67104569814565e-34,71.9864114564745
"10840","CARMN",-3.4758937021508,10.0718582655835,-16.2636020261673,2.95568281260408e-36,6.45046801126756e-34,71.8526912188914
"36110","RHOXF1-AS1",-4.12470549450506,6.51158236070005,-16.2358574184829,3.52204076159594e-36,7.64073199982891e-34,71.6787641361749
"33967","CYYR1",-2.21871879646105,10.7593228951507,-16.2312077622203,3.62707791635286e-36,7.82204033960925e-34,71.6496091930216
"3147","LINC01705",3.95332244911147,2.58458348074124,16.2301402901555,3.6516322329346e-36,7.82866990361968e-34,71.6429154973804
"11902","KIFC1",3.05138993691583,9.06957716387913,16.2251639301796,3.76831700424238e-36,8.02772844440549e-34,71.6117093364626
"20729","SIK2",-2.3374745213516,12.2553281495864,-16.2243174189257,3.78853452350805e-36,8.02772844440549e-34,71.6064007402025
"35947","GPRASP1",-2.48632675228606,9.36871628373074,-16.2220669716308,3.84281299464657e-36,8.09567412733462e-34,71.5922875371174
"28266","SLC2A4",-4.27729321936303,7.75533303886768,-16.2207661954732,3.87454111764663e-36,8.11560491803155e-34,71.584129784548
"26981","PLK1",3.14050258784339,8.37193875436094,16.1973080145728,4.49398272495034e-36,9.359296822488e-34,71.4369865307102
"14551","MESTIT1",-3.09351323582006,4.2479024467844,-16.1958370800548,4.535978455599e-36,9.39308356777051e-34,71.4277583131047
"7193","AC016924.1",-3.55422191555778,3.45024592075093,-16.1928686886728,4.62192874674032e-36,9.51699520359873e-34,71.4091348862762
"16600","AL356218.2",-4.77338449275163,4.05708664615412,-16.1713673715659,5.29521695478666e-36,1.0842105456975e-33,71.2742136690991
"1261","LEPR",-3.38532824441741,10.3485885234846,-16.1671555732248,5.43819732604077e-36,1.10726558516694e-33,71.2477796468065
"10614","LRRTM2",-2.95007455296971,5.66696564190084,-16.1610883520643,5.65099382055136e-36,1.14420067102119e-33,71.2096978333369
"6783","ADAMTS9-AS1",-3.52732861730587,5.94093891450198,-16.1591157853808,5.72196009370934e-36,1.15216882638304e-33,71.1973160104975
"18239","GDF10",-4.57960409125616,6.9375762999367,-16.081539437029,9.35015732277125e-36,1.87239469113033e-33,70.7100914698919
"5410","C2orf88",-3.28217354259088,8.18134547436024,-16.0760577157196,9.68050612978808e-36,1.92795478910523e-33,70.675642750513
"5012","LCT-AS1",2.95596378266063,1.82317255337357,16.0690436472934,1.0120315840206e-35,2.0045925603921e-33,70.6315604291526
"20659","MMP13",6.297697515332,5.947048168786,16.0669018120568,1.025856748091e-35,2.02099324545538e-33,70.6180984605743
"8747","HSD17B13",-4.60475270805029,5.44332628001982,-16.065393791952,1.03570414534537e-35,2.02942329469125e-33,70.6086199342468
"7730","AC108734.4",-3.25339971583632,3.77872686901273,-16.0465275048808,1.16721151482471e-35,2.27487651707494e-33,70.4900205545464
"23200","KL",-2.96880624754963,7.65930110612033,-16.0444047578754,1.18301843614483e-35,2.29341967679439e-33,70.4766743344356
"22609","ACACB",-3.58292373581422,11.896637379558,-16.0410177026351,1.2086854121609e-35,2.33078034558817e-33,70.4553782815789
"28127","ASPA",-3.6563168047372,7.4235213401799,-16.0353601792631,1.25280864281067e-35,2.38912147325033e-33,70.4198044427304
"26332","SYNM",-3.89082024301815,12.4598411117421,-16.0351165828783,1.254744294154e-35,2.38912147325033e-33,70.4182726740969
"6635","POC1A",2.07465987606645,8.36635035141498,16.0346317966059,1.25860539665275e-35,2.38912147325033e-33,70.4152242536751
"27396","AC136621.1",-3.17954922136816,2.73873357308409,-16.0261611450437,1.32802497969983e-35,2.50783411451502e-33,70.3619559841933
"28887","CCL14",-3.97537577758995,5.10636337827613,-16.0232811217009,1.35249144939528e-35,2.54087130745672e-33,70.3438433234875
"9165","NR3C2",-2.67131051921597,9.53045226387847,-16.0206430643902,1.37529856344346e-35,2.57046827914156e-33,70.3272517638289
"28334","AURKB",3.3347073179363,7.43371839420892,16.0173004234741,1.40475153791968e-35,2.61212115056228e-33,70.3062279817175
"9107","RNF150",-3.39177962639525,10.1864444957856,-16.0143551857257,1.43122631486955e-35,2.64784133359064e-33,70.2877028828393
"29918","TK1",3.09143247975009,10.0466306711602,15.9997384231492,1.57020316861498e-35,2.89028407491624e-33,70.1957544119763
"2217","SLC50A1",1.85705723527408,11.423444309779,15.9952254486051,1.61578671168297e-35,2.95924434643204e-33,70.1673612345469
"29218","KIF18B",3.59728267849888,7.03384986049863,15.9934588544098,1.63398936500426e-35,2.97761881984727e-33,70.1562463013899
"27795","AC092376.2",-2.41195050722279,5.99213829851318,-15.9922538366897,1.64652339804978e-35,2.98553192862299e-33,70.1486644992022
"20784","ZBTB16",-4.68361002551438,10.2417700834896,-15.9820870620821,1.75618350655999e-35,3.16860713267749e-33,70.0846915360578
"13388","ABCB5",-4.43312612499531,5.598919488711,-15.9613354680182,2.00325973329994e-35,3.59659134186452e-33,69.9540871813033
"24239","CDKN3",2.87255422278019,7.45516273077504,15.9533520502369,2.10733991270986e-35,3.76490737542272e-33,69.9038319623457
"6250","RBMS3",-2.55018417033608,10.4588366547909,-15.9507397622397,2.14255977687984e-35,3.80915773795916e-33,69.8873865392571
"36039","CHRDL1",-5.503302674746,10.9205900819168,-15.9453830510321,2.21663689922969e-35,3.921725651909e-33,69.8536619995382
"12001","CCDC167",1.84986360755442,8.85630416317253,15.9445872287523,2.2278590707982e-35,3.92253872919378e-33,69.8486514858167
"34187","PDE9A-AS1",-3.12869967839937,3.96275888916966,-15.9392947505967,2.30395249258091e-35,4.0370121415675e-33,69.8153285394296
"7500","IGSF10",-4.45648174766444,8.77911100339335,-15.9320005796987,2.41311262144831e-35,4.2080527560433e-33,69.7693984007651
"32089","LTBP4",-2.06201554675093,12.202154085592,-15.915094829723,2.68646077489738e-35,4.66241663818618e-33,69.6629281656261
